"line number","contest name","choice name","party name","total votes","percent of votes","registered voters","ballots cast","num District total","num District rptg","over votes","under votes"
191,"For Members of the County Committee - Bloomfield 3-10 (DEM) (Vote For 2)","Radeka BALGOBIN","DEM",10,12.20,0,57,1,1,"0","20"
192,"For Members of the County Committee - Bloomfield 3-10 (DEM) (Vote For 2)","Ana RODRIGUEZ","DEM",26,31.71,0,57,1,1,"0","20"
193,"For Members of the County Committee - Bloomfield 3-11 (DEM) (Vote For 2)","Oscar NUNEZ","DEM",40,29.20,0,90,1,1,"0","15"
194,"For Members of the County Committee - Bloomfield 3-11 (DEM) (Vote For 2)","Rodolfo S. CAO","DEM",32,23.36,0,90,1,1,"0","15"
195,"For Members of the County Committee - Bloomfield 3-11 (DEM) (Vote For 2)","Yudi SOBHARAM","DEM",28,20.44,0,90,1,1,"0","15"
196,"For Members of the County Committee - Bloomfield 3-11 (DEM) (Vote For 2)","Richard W. ROCKWELL","DEM",37,27.01,0,90,1,1,"0","15"
197,"For Members of the County Committee - Bloomfield 3-12 (DEM) (Vote For 2)","Norm SUTARIA","DEM",54,30.68,0,125,1,1,"0","56"
198,"For Members of the County Committee - Bloomfield 3-12 (DEM) (Vote For 2)","Linda KELLY-GAMBLE","DEM",56,31.82,0,125,1,1,"0","56"
199,"For Members of the County Committee - Bloomfield 3-12 (DEM) (Vote For 2)","Papa TALL","DEM",33,18.75,0,125,1,1,"0","56"
200,"For Members of the County Committee - Bloomfield 3-12 (DEM) (Vote For 2)","Angie BERMEO","DEM",33,18.75,0,125,1,1,"0","56"
201,"For Members of the County Committee - Bloomfield 3-13 (DEM) (Vote For 2)","Cindi S. GILMORE","DEM",76,59.38,0,121,1,1,"0","94"
202,"For Members of the County Committee - Bloomfield 3-13 (DEM) (Vote For 2)","Marshall PRAY","DEM",36,28.13,0,121,1,1,"0","94"
203,"For Members of the County Committee - Bloomfield 3-13 (DEM) (Vote For 2)","Ronald BRICENO","DEM",16,12.50,0,121,1,1,"0","94"
204,"For Members of the County Committee - Caldwell 1 (DEM) (Vote For 2)","Eva OGENS","DEM",44,53.01,0,93,1,1,"0","21"
205,"For Members of the County Committee - Caldwell 1 (DEM) (Vote For 2)","Henderson COLE","DEM",39,46.99,0,93,1,1,"0","21"
206,"For Members of the County Committee - Caldwell 2 (DEM) (Vote For 2)","Maria DOTTER","DEM",28,50.00,0,77,1,1,"0","20"
207,"For Members of the County Committee - Caldwell 2 (DEM) (Vote For 2)","Jeffrey T. GATES","DEM",28,50.00,0,77,1,1,"0","20"
208,"For Members of the County Committee - Caldwell 3 (DEM) (Vote For 2)","Frances DePALMA-IOZZI","DEM",43,53.09,0,92,1,1,"0","19"
209,"For Members of the County Committee - Caldwell 3 (DEM) (Vote For 2)","Louis IOZZI","DEM",38,46.91,0,92,1,1,"0","19"
210,"For Members of the County Committee - Caldwell 4 (DEM) (Vote For 2)","Stephen F. MODICA","DEM",72,100.00,0,137,1,1,"0","93"
211,"For Members of the County Committee - Caldwell 5 (DEM) (Vote For 2)","Paul G. JEMAS","DEM",112,100.00,0,166,1,1,"0","126"
212,"For Members of the County Committee - Caldwell 6 (DEM) (Vote For 2)","Kenneth R. JURGENSEN","DEM",57,100.00,0,108,1,1,"0","67"
213,"For Members of the County Committee - Caldwell 7 (DEM) (Vote For 2)","Patricia Anne CAREY","DEM",127,100.00,0,234,1,1,"0","146"
214,"For Members of the County Committee - Cedar Grove 2 (DEM) (Vote For 2)","Michael CICCARELLI","DEM",93,56.02,0,229,1,1,"0","70"
215,"For Members of the County Committee - Cedar Grove 2 (DEM) (Vote For 2)","Erin T. FRASSO","DEM",73,43.98,0,229,1,1,"0","70"
216,"For Members of the County Committee - Cedar Grove 3 (DEM) (Vote For 2)","Eric SILVERMAN","DEM",51,100.00,0,131,1,1,"0","67"
217,"For Members of the County Committee - Cedar Grove 4 (DEM) (Vote For 2)","Gina MAFFUCCI","DEM",82,57.34,0,178,1,1,"0","55"
218,"For Members of the County Committee - Cedar Grove 4 (DEM) (Vote For 2)","Michael MAFFUCCI","DEM",61,42.66,0,178,1,1,"0","55"
219,"For Members of the County Committee - Cedar Grove 5 (DEM) (Vote For 2)","Ann C. MEGA","DEM",63,57.80,0,130,1,1,"0","37"
220,"For Members of the County Committee - Cedar Grove 5 (DEM) (Vote For 2)","Joseph C. PARLEVECCHIO","DEM",46,42.20,0,130,1,1,"0","37"
221,"For Members of the County Committee - Cedar Grove 6 (DEM) (Vote For 2)","Robert DOMBROWSKI","DEM",36,50.70,0,88,1,1,"0","25"
222,"For Members of the County Committee - Cedar Grove 6 (DEM) (Vote For 2)","Linda BENNETT","DEM",35,49.30,0,88,1,1,"0","25"
223,"For Members of the County Committee - Cedar Grove 7 (DEM) (Vote For 2)","Joseph COLETTA","DEM",106,57.30,0,231,1,1,"0","83"
224,"For Members of the County Committee - Cedar Grove 7 (DEM) (Vote For 2)","Guiseppe DiBARI","DEM",79,42.70,0,231,1,1,"0","83"
225,"For Members of the County Committee - Cedar Grove 8 (DEM) (Vote For 2)","Elaina MAFFUCCI","DEM",32,100.00,0,101,1,1,"0","46"
226,"For Members of the County Committee - Cedar Grove 9 (DEM) (Vote For 2)","Alexander SANTUCCI","DEM",27,47.37,0,100,1,1,"0","37"
227,"For Members of the County Committee - Cedar Grove 9 (DEM) (Vote For 2)","Joyce SANTUCCI","DEM",30,52.63,0,100,1,1,"0","37"
228,"For Members of the County Committee - Cedar Grove 10 (DEM) (Vote For 2)","Christin SCHOFIELD","DEM",44,55.00,0,102,1,1,"0","31"
229,"For Members of the County Committee - Cedar Grove 10 (DEM) (Vote For 2)","Meghan BARRY","DEM",36,45.00,0,102,1,1,"0","31"
230,"For Members of the County Committee - East Orange 1-1 (DEM) (Vote For 2)","Lisa ELAM","DEM",51,60.00,0,89,1,1,"0","91"
231,"For Members of the County Committee - East Orange 1-1 (DEM) (Vote For 2)","Rosemaureen WILLIAMS","DEM",34,40.00,0,89,1,1,"0","91"
232,"For Members of the County Committee - East Orange 1-2 (DEM) (Vote For 2)","Shakerah JONES","DEM",136,64.15,0,176,1,1,"0","135"
233,"For Members of the County Committee - East Orange 1-2 (DEM) (Vote For 2)","Tahir JONES","DEM",76,35.85,0,176,1,1,"0","135"
234,"For Members of the County Committee - East Orange 1-3 (DEM) (Vote For 2)","Rita BUTTS-STEPHENS","DEM",97,62.58,0,134,1,1,"0","107"
235,"For Members of the County Committee - East Orange 1-3 (DEM) (Vote For 2)","Jennifer HUDSON","DEM",58,37.42,0,134,1,1,"0","107"
236,"For Members of the County Committee - East Orange 1-4 (DEM) (Vote For 2)","Elena COLEY","DEM",51,67.11,0,79,1,1,"0","76"
237,"For Members of the County Committee - East Orange 1-4 (DEM) (Vote For 2)","LaTanya DARGAN","DEM",25,32.89,0,79,1,1,"0","76"
238,"For Members of the County Committee - East Orange 1-5 (DEM) (Vote For 2)","Fatimah McCONNELL","DEM",68,71.58,0,85,1,1,"0","73"
239,"For Members of the County Committee - East Orange 1-5 (DEM) (Vote For 2)","Kent WHITLOCK","DEM",27,28.42,0,85,1,1,"0","73"
240,"For Members of the County Committee - East Orange 1-6 (DEM) (Vote For 2)","Marilyn JONES","DEM",58,65.17,0,72,1,1,"0","51"
241,"For Members of the County Committee - East Orange 1-6 (DEM) (Vote For 2)","Emani EVENS-BENSON","DEM",31,34.83,0,72,1,1,"0","51"
242,"For Members of the County Committee - East Orange 1-7 (DEM) (Vote For 2)","Zulay KNIGHT","DEM",78,62.90,0,129,1,1,"0","131"
243,"For Members of the County Committee - East Orange 1-7 (DEM) (Vote For 2)","Octavius KNIGHT","DEM",46,37.10,0,129,1,1,"0","131"
244,"For Members of the County Committee - East Orange 1-8 (DEM) (Vote For 2)","Jacqueline JONES","DEM",62,65.96,0,89,1,1,"0","84"
245,"For Members of the County Committee - East Orange 1-8 (DEM) (Vote For 2)","Melanie McDOUGALL","DEM",32,34.04,0,89,1,1,"0","84"
246,"For Members of the County Committee - East Orange 1-9 (DEM) (Vote For 2)","Michael ALLEN","DEM",126,59.43,0,156,1,1,"0","94"
247,"For Members of the County Committee - East Orange 1-9 (DEM) (Vote For 2)","Monica JACKSON","DEM",86,40.57,0,156,1,1,"0","94"
248,"For Members of the County Committee - East Orange 1-10 (DEM) (Vote For 2)","Safiyy BRITTON","DEM",67,65.69,0,105,1,1,"0","106"
249,"For Members of the County Committee - East Orange 1-10 (DEM) (Vote For 2)","Alvenia JONES-MONTGOMERY","DEM",35,34.31,0,105,1,1,"0","106"
250,"For Members of the County Committee - East Orange 1-11 (DEM) (Vote For 2)","Marvin GOODSON","DEM",108,60.67,0,164,1,1,"0","148"
251,"For Members of the County Committee - East Orange 1-11 (DEM) (Vote For 2)","Khabeerah Salim BEY","DEM",70,39.33,0,164,1,1,"0","148"
252,"For Members of the County Committee - East Orange 1-12 (DEM) (Vote For 2)","Romal BULLOCK","DEM",41,75.93,0,62,1,1,"0","68"
253,"For Members of the County Committee - East Orange 1-12 (DEM) (Vote For 2)","Gabriella TOUSSAINT","DEM",13,24.07,0,62,1,1,"0","68"
254,"For Members of the County Committee - East Orange 2-1 (DEM) (Vote For 2)","Thomas PAISLEY","DEM",49,60.49,0,75,1,1,"0","69"
255,"For Members of the County Committee - East Orange 2-1 (DEM) (Vote For 2)","Deanna PHILLIPS","DEM",32,39.51,0,75,1,1,"0","69"
256,"For Members of the County Committee - East Orange 2-2 (DEM) (Vote For 2)","Henry JONES","DEM",66,69.47,0,97,1,1,"0","99"
257,"For Members of the County Committee - East Orange 2-2 (DEM) (Vote For 2)","Kevin CHILDS","DEM",29,30.53,0,97,1,1,"0","99"
258,"For Members of the County Committee - East Orange 2-3 (DEM) (Vote For 2)","Marcia ROBINSON","DEM",43,59.72,0,52,1,1,"0","32"
259,"For Members of the County Committee - East Orange 2-3 (DEM) (Vote For 2)","Jamar NEGRON","DEM",29,40.28,0,52,1,1,"0","32"
260,"For Members of the County Committee - East Orange 2-4 (DEM) (Vote For 2)","Jacquelyn JOHNSON","DEM",48,63.16,0,73,1,1,"0","70"
261,"For Members of the County Committee - East Orange 2-4 (DEM) (Vote For 2)","Christopher AWE","DEM",28,36.84,0,73,1,1,"0","70"
262,"For Members of the County Committee - East Orange 2-5 (DEM) (Vote For 2)","Latashia REYNOLDS","DEM",38,71.70,0,55,1,1,"0","55"
263,"For Members of the County Committee - East Orange 2-5 (DEM) (Vote For 2)","Rhabi WRIGHT","DEM",15,28.30,0,55,1,1,"0","55"
264,"For Members of the County Committee - East Orange 2-6 (DEM) (Vote For 2)","Shiena ESTELLE","DEM",98,71.01,0,118,1,1,"0","98"
265,"For Members of the County Committee - East Orange 2-6 (DEM) (Vote For 2)","Appiffanny BOSTON","DEM",40,28.99,0,118,1,1,"0","98"
266,"For Members of the County Committee - East Orange 2-7 (DEM) (Vote For 2)","Theresa COMBS","DEM",43,78.18,0,57,1,1,"0","59"
267,"For Members of the County Committee - East Orange 2-7 (DEM) (Vote For 2)","Eladio NEGRON","DEM",12,21.82,0,57,1,1,"0","59"
268,"For Members of the County Committee - East Orange 2-8 (DEM) (Vote For 2)","Veronica FAIRWEATHER","DEM",72,74.23,0,92,1,1,"0","87"
269,"For Members of the County Committee - East Orange 2-8 (DEM) (Vote For 2)","Paula GREENHOWE","DEM",25,25.77,0,92,1,1,"0","87"
270,"For Members of the County Committee - East Orange 2-9 (DEM) (Vote For 2)","Kurt ADAMS","DEM",46,58.23,0,61,1,1,"0","43"
271,"For Members of the County Committee - East Orange 2-9 (DEM) (Vote For 2)","Joshlyn ADAMS","DEM",33,41.77,0,61,1,1,"0","43"
272,"For Members of the County Committee - East Orange 3-1 (DEM) (Vote For 2)","Vernon PULLINS, Jr.","DEM",78,70.27,0,108,1,1,"0","103"
273,"For Members of the County Committee - East Orange 3-1 (DEM) (Vote For 2)","Shalese FULLER","DEM",33,29.73,0,108,1,1,"0","103"
274,"For Members of the County Committee - East Orange 3-2 (DEM) (Vote For 2)","Karen GAYLE","DEM",39,60.00,0,55,1,1,"0","43"
275,"For Members of the County Committee - East Orange 3-2 (DEM) (Vote For 2)","Kellee JOHNSON","DEM",26,40.00,0,55,1,1,"0","43"
276,"For Members of the County Committee - East Orange 3-3 (DEM) (Vote For 2)","Rose LLOYD","DEM",61,57.01,0,74,1,1,"0","41"
277,"For Members of the County Committee - East Orange 3-3 (DEM) (Vote For 2)","Cheryl MUHAMMAD","DEM",46,42.99,0,74,1,1,"0","41"
278,"For Members of the County Committee - East Orange 3-4 (DEM) (Vote For 2)","Lee Javon CLAYTON","DEM",42,60.87,0,48,1,1,"0","27"
279,"For Members of the County Committee - East Orange 3-4 (DEM) (Vote For 2)","Shanere CLAYTON","DEM",27,39.13,0,48,1,1,"0","27"
280,"For Members of the County Committee - East Orange 3-5 (DEM) (Vote For 2)","Kiina DORDONI","DEM",51,43.59,0,74,1,1,"0","31"
281,"For Members of the County Committee - East Orange 3-5 (DEM) (Vote For 2)","Bergson LENEUS","DEM",66,56.41,0,74,1,1,"0","31"
282,"For Members of the County Committee - East Orange 3-6 (DEM) (Vote For 2)","Lynella GEORGE","DEM",89,53.94,0,115,1,1,"2","61"
283,"For Members of the County Committee - East Orange 3-6 (DEM) (Vote For 2)","Jimmy SMALL","DEM",76,46.06,0,115,1,1,"2","61"
284,"For Members of the County Committee - East Orange 3-7 (DEM) (Vote For 2)","Francesca McCLAIN","DEM",121,58.17,0,162,1,1,"0","116"
285,"For Members of the County Committee - East Orange 3-7 (DEM) (Vote For 2)","Lolita CRUZ","DEM",87,41.83,0,162,1,1,"0","116"
286,"For Members of the County Committee - East Orange 3-8 (DEM) (Vote For 2)","David Leon BARKER","DEM",66,73.33,0,86,1,1,"0","80"
287,"For Members of the County Committee - East Orange 3-8 (DEM) (Vote For 2)","Kenneth RILES","DEM",24,26.67,0,86,1,1,"0","80"
288,"For Members of the County Committee - East Orange 3-9 (DEM) (Vote For 2)","Khalid D. SANCHEZ-MUHAMMAD","DEM",72,55.81,0,104,1,1,"0","75"
289,"For Members of the County Committee - East Orange 3-9 (DEM) (Vote For 2)","Katie NULLS","DEM",57,44.19,0,104,1,1,"0","75"
290,"For Members of the County Committee - East Orange 3-10 (DEM) (Vote For 2)","John YEBOAH","DEM",49,59.04,0,74,1,1,"0","65"
291,"For Members of the County Committee - East Orange 3-10 (DEM) (Vote For 2)","Kim PAGE","DEM",34,40.96,0,74,1,1,"0","65"
292,"For Members of the County Committee - East Orange 3-11 (DEM) (Vote For 2)","Wayne BASS","DEM",101,59.06,0,142,1,1,"0","113"
293,"For Members of the County Committee - East Orange 3-11 (DEM) (Vote For 2)","Quilla E. TALMADGE","DEM",70,40.94,0,142,1,1,"0","113"
294,"For Members of the County Committee - East Orange 4-1 (DEM) (Vote For 2)","Medinah MUHAMMAD","DEM",39,67.24,0,63,1,1,"0","68"
295,"For Members of the County Committee - East Orange 4-1 (DEM) (Vote For 2)","Deborah WHITFIELD","DEM",19,32.76,0,63,1,1,"0","68"
296,"For Members of the County Committee - East Orange 4-2 (DEM) (Vote For 2)","Shante CORNER","DEM",35,68.63,0,50,1,1,"0","49"
297,"For Members of the County Committee - East Orange 4-2 (DEM) (Vote For 2)","Haniyyah MUHAMMAD","DEM",16,31.37,0,50,1,1,"0","49"
298,"For Members of the County Committee - East Orange 4-3 (DEM) (Vote For 2)","Jerome Omar ROBINSON","DEM",43,63.24,0,58,1,1,"0","46"
299,"For Members of the County Committee - East Orange 4-3 (DEM) (Vote For 2)","Delores NIXON","DEM",25,36.76,0,58,1,1,"0","46"
300,"For Members of the County Committee - East Orange 4-4 (DEM) (Vote For 2)","Jeneitta GOMEZ","DEM",52,68.42,0,80,1,1,"0","77"
301,"For Members of the County Committee - East Orange 4-4 (DEM) (Vote For 2)","Julio APONTE","DEM",24,31.58,0,80,1,1,"0","77"
302,"For Members of the County Committee - East Orange 4-5 (DEM) (Vote For 2)","Sylvia ALSTON","DEM",31,47.69,0,59,1,1,"0","53"
303,"For Members of the County Committee - East Orange 4-5 (DEM) (Vote For 2)","Tameika GARRETT-WARD","DEM",34,52.31,0,59,1,1,"0","53"
304,"For Members of the County Committee - East Orange 4-6 (DEM) (Vote For 2)","Thomas ALAETO","DEM",37,71.15,0,52,1,1,"0","50"
305,"For Members of the County Committee - East Orange 4-6 (DEM) (Vote For 2)","Ira LEWIS","DEM",15,28.85,0,52,1,1,"0","50"
306,"For Members of the County Committee - East Orange 4-7 (DEM) (Vote For 2)","Camille PIERRE","DEM",22,55.00,0,43,1,1,"0","44"
307,"For Members of the County Committee - East Orange 4-7 (DEM) (Vote For 2)","Chris HENRIES","DEM",18,45.00,0,43,1,1,"0","44"
308,"For Members of the County Committee - East Orange 4-8 (DEM) (Vote For 2)","Sherkera LUCAS","DEM",45,69.23,0,65,1,1,"0","59"
309,"For Members of the County Committee - East Orange 4-8 (DEM) (Vote For 2)","Kaleena KOON","DEM",20,30.77,0,65,1,1,"0","59"
310,"For Members of the County Committee - East Orange 4-9 (DEM) (Vote For 2)","Oriane SMITH","DEM",65,72.22,0,84,1,1,"0","78"
311,"For Members of the County Committee - East Orange 4-9 (DEM) (Vote For 2)","Monique PACE","DEM",25,27.78,0,84,1,1,"0","78"
312,"For Members of the County Committee - East Orange 4-10 (DEM) (Vote For 2)","Christine HARRIS","DEM",69,76.67,0,96,1,1,"0","96"
313,"For Members of the County Committee - East Orange 4-10 (DEM) (Vote For 2)","Lori MONTAGUE","DEM",21,23.33,0,96,1,1,"0","96"
314,"For Members of the County Committee - East Orange 4-11 (DEM) (Vote For 2)","Frances SHEPARD","DEM",63,71.59,0,85,1,1,"0","82"
315,"For Members of the County Committee - East Orange 4-11 (DEM) (Vote For 2)","Sharron RAMSAHAI","DEM",25,28.41,0,85,1,1,"0","82"
316,"For Members of the County Committee - East Orange 5-1 (DEM) (Vote For 2)","Lena RAGIN","DEM",27,64.29,0,41,1,1,"0","38"
317,"For Members of the County Committee - East Orange 5-1 (DEM) (Vote For 2)","Kristie HOWARD-MORRIS","DEM",15,35.71,0,41,1,1,"0","38"
318,"For Members of the County Committee - East Orange 5-2 (DEM) (Vote For 2)","Reiana KENNEDY","DEM",39,63.93,0,62,1,1,"0","59"
319,"For Members of the County Committee - East Orange 5-2 (DEM) (Vote For 2)","Delon McEWAN","DEM",22,36.07,0,62,1,1,"0","59"
320,"For Members of the County Committee - East Orange 5-3 (DEM) (Vote For 2)","Maleka ROBINSON","DEM",62,76.54,0,90,1,1,"0","79"
321,"For Members of the County Committee - East Orange 5-3 (DEM) (Vote For 2)","Neilda MORALES","DEM",19,23.46,0,90,1,1,"0","79"
322,"For Members of the County Committee - East Orange 5-4 (DEM) (Vote For 2)","James LAWSON","DEM",33,70.21,0,53,1,1,"0","59"
323,"For Members of the County Committee - East Orange 5-4 (DEM) (Vote For 2)","Ayeainnia SINGLETON","DEM",14,29.79,0,53,1,1,"0","59"
324,"For Members of the County Committee - East Orange 5-5 (DEM) (Vote For 2)","Chrystel WILLIAMS","DEM",56,73.68,0,78,1,1,"0","78"
325,"For Members of the County Committee - East Orange 5-5 (DEM) (Vote For 2)","Sharrett FRANCIS","DEM",20,26.32,0,78,1,1,"0","78"
326,"For Members of the County Committee - East Orange 5-6 (DEM) (Vote For 2)","Naima HALL","DEM",73,71.57,0,106,1,1,"0","108"
327,"For Members of the County Committee - East Orange 5-6 (DEM) (Vote For 2)","Mona WILLIAMS","DEM",29,28.43,0,106,1,1,"0","108"
328,"For Members of the County Committee - East Orange 5-7 (DEM) (Vote For 2)","Lisa DOUGLAS","DEM",116,63.39,0,156,1,1,"0","123"
329,"For Members of the County Committee - East Orange 5-7 (DEM) (Vote For 2)","Harry BEY","DEM",67,36.61,0,156,1,1,"0","123"
330,"For Members of the County Committee - East Orange 5-8 (DEM) (Vote For 2)","Monica REED","DEM",98,64.90,0,128,1,1,"0","103"
331,"For Members of the County Committee - East Orange 5-8 (DEM) (Vote For 2)","Lester SMITH","DEM",53,35.10,0,128,1,1,"0","103"
332,"For Members of the County Committee - East Orange 5-9 (DEM) (Vote For 2)","Naiima FAUNTLEROY","DEM",68,68.69,0,86,1,1,"0","71"
333,"For Members of the County Committee - East Orange 5-9 (DEM) (Vote For 2)","Debbie GABBIDON","DEM",31,31.31,0,86,1,1,"0","71"
334,"For Members of the County Committee - East Orange 5-10 (DEM) (Vote For 2)","Lawrence SWEATTE","DEM",65,60.75,0,96,1,1,"0","85"
335,"For Members of the County Committee - East Orange 5-10 (DEM) (Vote For 2)","Yvette SALTER","DEM",42,39.25,0,96,1,1,"0","85"
336,"For Members of the County Committee - East Orange 5-11 (DEM) (Vote For 2)","Alicia HOLMAN","DEM",106,60.23,0,135,1,1,"0","88"
337,"For Members of the County Committee - East Orange 5-11 (DEM) (Vote For 2)","Leon HALL","DEM",70,39.77,0,135,1,1,"0","88"
338,"For Members of the County Committee - East Orange 5-12 (DEM) (Vote For 2)","Monique MUNFORD","DEM",46,59.74,0,54,1,1,"0","31"
339,"For Members of the County Committee - East Orange 5-12 (DEM) (Vote For 2)","Lloyd MORGAN","DEM",31,40.26,0,54,1,1,"0","31"
340,"For Members of the County Committee - Fairfield 1 (DEM) (Vote For 2)","Greg BARTELLONI","DEM",21,50.00,0,151,1,1,"0","20"
